filename,analyzed_at,duration_sec,viral_score,niche,content_format,pacing,cuts,hook_formats,tempo_bpm,detected_key,audio_mood,audio_type,face_ratio,eye_contact_ratio,text_ratio,avg_brightness,avg_saturation,avg_motion,harmony_pct,speaking_style,transcript_words,speaking_rate_wpm,silence_ratio
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T16:22:57.825949,14.56,34,viral_meme,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,,,0,,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T16:42:43.016641,14.56,34,mental_health,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,spiritual,serious,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T17:28:01.957309,14.56,34,viral_meme,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,no_speech,0,0,0,0,False,,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,,,0,,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T20:11:00.461256,14.56,34,humor_relatable,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,no_speech,0,0,0,0,False,,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,comedy,playful,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T20:20:45.370274,14.56,34,mental_health,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,spiritual,serious,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T21:55:49.475853,14.56,34,humor_relatable,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,no_speech,0,0,0,0,False,,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,comedy,playful,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-21T23:40:00.200292,14.56,34,mental_health,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,spiritual,serious,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-22T00:02:17.209160,14.56,34,education,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,education,serious,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-22T12:38:24.767862,14.56,34,mental_health,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,spiritual,inspirational,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_324000likes_AQNI8y7T07VYbrMCss0c.mp4,2026-02-23T00:51:24.883811,14.56,34,education,text_only,slow,0,meme_format,129.2,B major,unknown,unknown,0.0,0.0,0.828,135.083,130.979,5.39,55.5,slow_dramatic,10,45.0,0,25,False,devanagari,indoor,indoor_room,red_warm,dim,0.172,1,latin,91.4,21.3,speech|music|rhythmic,education,serious,75,Hinglish,19,unknown,concert/event,56.7,person|chair,0.0,0.0,0.0,Speech|Music,,,0,0
reel_164000likes_AQNrKCqcQ7kyqyjDXdJT.mp4,2026-02-23T01:26:36.921487,38.22,13,mental_health,action_broll,medium,5,,172.3,B major,unknown,unknown,0.0,0.0,0.364,112.801,80.286,9.023,63.7,no_speech,0,0,0,0,False,,indoor,indoor_busy_background,red_warm,dim,0.429,3,latin|devanagari,97.0,24.9,speech|music|rhythmic|bass_heavy,spiritual,mysterious,75,Hinglish,29,unknown,scenic/b-roll,56.9,person|cell phone|remote|baseball glove|bench,0.0,0.0,0.0,Speech|Music|Vehicle,,,0,0
reel_82600likes_AQMFrAyMVJPUlIYOD56b.mp4,2026-02-23T01:46:45.190067,11.75,0,general,action_broll,slow,1,,92.3,D# major,unknown,unknown,0.0,0.0,0.0,110.1,110.554,12.664,66.0,no_speech,0,0,0,0,False,,outdoor,outdoor_street_or_open,grey_50,dim,0.083,2,,99.8,15.3,speech|bass_heavy,education,serious,0,English,3,unknown,scenic/b-roll,54.6,dog|chair|bear|person|bench,0.0,0.0,0.0,Silence,,,0,0
reel_82600likes_AQMFrAyMVJPUlIYOD56b.mp4,2026-02-23T02:34:32.102233,11.75,0,education,action_broll,slow,1,,92.3,D# major,unknown,unknown,0.0,0.0,0.0,110.1,110.554,12.664,66.0,no_speech,0,0,0,0,False,,outdoor,outdoor_street_or_open,grey_50,dim,0.083,2,,99.8,15.3,speech|bass_heavy,education,serious,75,English,3,unknown,scenic/b-roll,54.6,dog|chair|bear|person|bench,0.0,0.0,0.0,Silence,,,0,0
